data,sessao_tipo,colegiado,colegiado_desc,sessao_id,sessao_numero,sessao_ano,sessao_data_inicio,sessao_data_fim,sessao_hora_inicio,sessao_tipo,sessao_obs,inc_cadeia,inc_classe,inc_numero,inc_idInformacaoPautaProcesso,inc_materiaRelevante,inc_ministroVista,inc_relator,inc_repercussaoGeral,inc_situacaoProcessoSessao
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,170151,146120,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,170766,146153,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,172675,146115,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,172716,146213,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,RHC,133930,143555,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,RHC,163758,142988,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,129489,145699,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,140522,145772,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,146269,145572,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,149529,143783,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,151045,143972,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,154430,144029,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,155615,143974,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,EMB.DECL. NO RECURSO ORD. EM MANDADO DE SEGURANÇA,RMS,27261,142290,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NO RECURSO EXTRAORDINÁRIO,RE,1156133,142810,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NO RECURSO EXTRAORDINÁRIO,RE,1200884,144330,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NA AÇÃO ORIGINÁRIA,AO,2424,145592,N,,MARCO AURÉLIO,,S
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,ARE,1154107,145932,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. EM MANDADO DE SEGURANÇA,MS,36082,145913,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,ARE,1134498,145912,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NO RECURSO EXTRAORDINÁRIO,RE,1165051,145973,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,ARE,1192016,145974,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,ARE,1198900,145975,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,EMB.DECL. NOS EMB.DECL. NO AG.REG. NA RECLAMAÇÃO,Rcl,14786,146633,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NOS EMB.DECL. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,ARE,1176185,147117,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NA RECLAMAÇÃO,Rcl,31299,147054,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NA RECLAMAÇÃO,Rcl,32514,146939,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NO RECURSO EXTRAORDINÁRIO,RE,1209722,144672,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,ARE,1130609,147219,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NO RECURSO EXTRAORDINÁRIO,RE,1159814,147220,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NO RECURSO EXTRAORDINÁRIO,RE,1205329,147221,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NO RECURSO EXTRAORDINÁRIO,RE,1220715,147056,N,,MARCO AURÉLIO,,S
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,EMB.DECL. NO AG.REG. NO RECURSO EXTRAORDINÁRIO,RE,1180351,147057,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,EMB.DECL. NOS EMB.DECL. NO AG.REG. NO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,ARE,1154308,147073,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NOS EMB.DECL. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,ARE,1212222,147373,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,ARE,1130078,147074,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NOS EMB.DECL. EM MANDADO DE SEGURANÇA,MS,36194,147076,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NO RECURSO EXTRAORDINÁRIO,RE,1226718,147077,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,ARE,1211888,147078,N,,MARCO AURÉLIO,,J
17/09/2019,O,1T,Primeira Turma,48009,24,2019,2019-09-17,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NO RECURSO EXTRAORDINÁRIO,RE,1210731,147079,N,,MARCO AURÉLIO,,J
17/09/2019,O,2T,Segunda Turma,48129,24,2019,2019-09-17,,14:00,O,A ordem da pauta abaixo não significa ordem de pregão de processos na sessão.,,Ext,1573,147253,N,,EDSON FACHIN,,J
17/09/2019,O,2T,Segunda Turma,48129,24,2019,2019-09-17,,14:00,O,A ordem da pauta abaixo não significa ordem de pregão de processos na sessão.,AG.REG. NO HABEAS CORPUS,HC,153339,141230,N,,RICARDO LEWANDOWSKI,,J
17/09/2019,O,2T,Segunda Turma,48129,24,2019,2019-09-17,,14:00,O,A ordem da pauta abaixo não significa ordem de pregão de processos na sessão.,,HC,171576,144130,N,,GILMAR MENDES,,J
17/09/2019,O,2T,Segunda Turma,48129,24,2019,2019-09-17,,14:00,O,A ordem da pauta abaixo não significa ordem de pregão de processos na sessão.,AG.REG. NO HABEAS CORPUS,HC,171174,143793,N,,RICARDO LEWANDOWSKI,,J
17/09/2019,O,2T,Segunda Turma,48129,24,2019,2019-09-17,,14:00,O,A ordem da pauta abaixo não significa ordem de pregão de processos na sessão.,TERCEIRO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,ARE,1106382,147033,N,,RICARDO LEWANDOWSKI,,J
17/09/2019,O,2T,Segunda Turma,48129,24,2019,2019-09-17,,14:00,O,A ordem da pauta abaixo não significa ordem de pregão de processos na sessão.,QUINTO AG.REG. NO RECURSO EXTRAORDINÁRIO COM AGRAVO,ARE,1106382,147034,N,,RICARDO LEWANDOWSKI,,J
17/09/2019,O,2T,Segunda Turma,48129,24,2019,2019-09-17,,14:00,O,A ordem da pauta abaixo não significa ordem de pregão de processos na sessão.,,RMS,36305,144310,N,,EDSON FACHIN,,J
17/09/2019,O,2T,Segunda Turma,48129,24,2019,2019-09-17,,14:00,O,A ordem da pauta abaixo não significa ordem de pregão de processos na sessão.,AG.REG. NO HABEAS CORPUS,HC,157014,147553,N,,CÁRMEN LÚCIA,,J
24/09/2019,O,1T,Primeira Turma,48069,25,2019,2019-09-24,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,162983,146397,N,,MARCO AURÉLIO,,J
24/09/2019,O,1T,Primeira Turma,48069,25,2019,2019-09-24,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,168900,146439,N,,MARCO AURÉLIO,,J
24/09/2019,O,1T,Primeira Turma,48069,25,2019,2019-09-24,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,147227,146476,N,,MARCO AURÉLIO,,J
24/09/2019,O,1T,Primeira Turma,48069,25,2019,2019-09-24,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,AG.REG. NO HABEAS CORPUS,HC,174400,147793,N,,LUÍS ROBERTO BARROSO,,J
24/09/2019,O,1T,Primeira Turma,48069,25,2019,2019-09-24,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,SEGUNDO AG.REG. NO HABEAS CORPUS,HC,174400,147774,N,,LUÍS ROBERTO BARROSO,,J
24/09/2019,O,1T,Primeira Turma,48069,25,2019,2019-09-24,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,173431,147993,N,,MARCO AURÉLIO,,S
24/09/2019,O,1T,Primeira Turma,48069,25,2019,2019-09-24,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,166802,,,,MARCO AURÉLIO,,S
24/09/2019,O,1T,Primeira Turma,48069,25,2019,2019-09-24,,14:00,O,Os processos não julgados nesta Sessão serão remanejados para a próxima assentada. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,162583,,,,MARCO AURÉLIO,,S
24/09/2019,O,2T,Segunda Turma,48210,25,2019,2019-09-24,,14:00,O,A ordem da pauta abaixo não significa ordem de pregão de processos na sessão.,,AP,1030,147533,N,,EDSON FACHIN,,S
25/09/2019,E,TP,Plenário,46456,34,2019,2019-09-25,,09:30,E,Os processos remanescentes da sessão matutina poderão ser chamados na sessão vespertina. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,RE,1045273,129211,N,,ALEXANDRE DE MORAES,S,S
25/09/2019,E,TP,Plenário,46456,34,2019,2019-09-25,,09:30,E,Os processos remanescentes da sessão matutina poderão ser chamados na sessão vespertina. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,RE,565089,12320,N,,MARCO AURÉLIO,S,S
25/09/2019,O,TP,Plenário,46457,22,2019,2019-09-25,,14:00,O,Os processos remanescentes da sessão de hoje poderão ser chamados na sessão de amanhã. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,RE,565089,12320,N,,MARCO AURÉLIO,S,J
25/09/2019,O,TP,Plenário,46457,22,2019,2019-09-25,,14:00,O,Os processos remanescentes da sessão de hoje poderão ser chamados na sessão de amanhã. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,166373,146573,N,,EDSON FACHIN,,S
26/09/2019,E,TP,Plenário,46458,35,2019,2019-09-26,,14:00,E,,,HC,166373,146573,N,,EDSON FACHIN,,S
01/10/2019,O,1T,Primeira Turma,48070,26,2019,2019-10-01,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,HC,165860,146399,N,,MARCO AURÉLIO,,J
01/10/2019,O,1T,Primeira Turma,48070,26,2019,2019-10-01,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,HC,167513,146493,N,,MARCO AURÉLIO,,J
01/10/2019,O,1T,Primeira Turma,48070,26,2019,2019-10-01,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,HC,167514,146436,N,,MARCO AURÉLIO,,J
01/10/2019,O,1T,Primeira Turma,48070,26,2019,2019-10-01,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,HC,134591,121851,N,,MARCO AURÉLIO,,J
01/10/2019,O,1T,Primeira Turma,48070,26,2019,2019-10-01,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,HC,144907,140528,N,,MARCO AURÉLIO,,J
01/10/2019,O,1T,Primeira Turma,48070,26,2019,2019-10-01,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,AG.REG. EM MANDADO DE SEGURANÇA,MS,35667,147814,N,,LUIZ FUX,,J
01/10/2019,O,1T,Primeira Turma,48070,26,2019,2019-10-01,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,HC,150343,141252,N,,MARCO AURÉLIO,,S
01/10/2019,O,1T,Primeira Turma,48070,26,2019,2019-10-01,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,AG.REG. NA RECLAMAÇÃO,Rcl,32970,147773,N,,ALEXANDRE DE MORAES,,S
01/10/2019,O,1T,Primeira Turma,48070,26,2019,2019-10-01,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,AG.REG. EM MANDADO DE SEGURANÇA,MS,36139,,,,ALEXANDRE DE MORAES,,S
01/10/2019,O,1T,Primeira Turma,48070,26,2019,2019-10-01,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,RMS,36360,147673,N,,MARCO AURÉLIO,,J
01/10/2019,O,1T,Primeira Turma,48070,26,2019,2019-10-01,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,AG.REG. NA MEDIDA CAUTELAR EM MANDADO DE SEGURANÇA,MS,35992,147697,N,,MARCO AURÉLIO,,J
01/10/2019,O,2T,Segunda Turma,48329,26,2019,2019-10-01,,14:00,O,A ordem da pauta abaixo não significa ordem de pregão de processos na sessão.,,AP,1030,147533,N,,EDSON FACHIN,,S
02/10/2019,O,TP,Plenário,46459,23,2019,2019-10-02,,14:00,O,Os processos remanescentes da sessão de hoje poderão ser chamados na sessão de amanhã. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,HC,166373,146573,N,,EDSON FACHIN,,S
03/10/2019,E,TP,Plenário,46460,36,2019,2019-10-03,,14:00,E,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,TERCEIROS EMB.DECL. NO RECURSO EXTRAORDINÁRIO,RE,870947,129589,N,,LUIZ FUX,S,J
03/10/2019,E,TP,Plenário,46460,36,2019,2019-10-03,,14:00,E,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,QUARTOS EMB.DECL. NO RECURSO EXTRAORDINÁRIO,RE,870947,129570,N,,LUIZ FUX,S,J
03/10/2019,E,TP,Plenário,46460,36,2019,2019-10-03,,14:00,E,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,EMB.DECL. NO RECURSO EXTRAORDINÁRIO,RE,870947,129569,N,,LUIZ FUX,S,J
03/10/2019,E,TP,Plenário,46460,36,2019,2019-10-03,,14:00,E,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,SEGUNDOS EMB.DECL. NO RECURSO EXTRAORDINÁRIO,RE,870947,129588,N,,LUIZ FUX,S,J
03/10/2019,E,TP,Plenário,46460,36,2019,2019-10-03,,14:00,E,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,REFERENDO NA MEDIDA CAUTELAR NA AÇÃO DIRETA DE INCONSTITUCIONALIDADE,ADI,6032,143971,N,,GILMAR MENDES,,S
08/10/2019,O,1T,Primeira Turma,48089,27,2019,2019-10-08,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,RHC,172072,146634,N,,MARCO AURÉLIO,,J
08/10/2019,O,1T,Primeira Turma,48089,27,2019,2019-10-08,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,HC,156468,146826,N,,MARCO AURÉLIO,,J
08/10/2019,O,1T,Primeira Turma,48089,27,2019,2019-10-08,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,HC,166833,146477,N,,MARCO AURÉLIO,,S
08/10/2019,O,1T,Primeira Turma,48089,27,2019,2019-10-08,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,HC,168913,146836,N,,MARCO AURÉLIO,,S
08/10/2019,O,1T,Primeira Turma,48089,27,2019,2019-10-08,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,Inq,3515,146374,N,,ANDRÉ MENDONÇA,,J
08/10/2019,O,1T,Primeira Turma,48089,27,2019,2019-10-08,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,MS,35992,147654,N,,MARCO AURÉLIO,,S
08/10/2019,O,1T,Primeira Turma,48089,27,2019,2019-10-08,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,MS,36218,147653,N,,MARCO AURÉLIO,,S
08/10/2019,O,1T,Primeira Turma,48089,27,2019,2019-10-08,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,SEGUNDO AG.REG. NO INQUÉRITO,Inq,4624,144810,N,,MARCO AURÉLIO,,J
08/10/2019,O,1T,Primeira Turma,48089,27,2019,2019-10-08,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,AG.REG. NO RECURSO EXTRAORDINÁRIO,RE,1186465,147493,N,,ALEXANDRE DE MORAES,,J
08/10/2019,O,1T,Primeira Turma,48089,27,2019,2019-10-08,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,AG.REG. NA RECLAMAÇÃO,Rcl,30601,,,,MARCO AURÉLIO,,S
08/10/2019,O,2T,Segunda Turma,48429,27,2019,2019-10-08,,14:00,O,A ordem da pauta abaixo não significa ordem de pregão de processos na sessão.,,AP,1030,147533,N,,EDSON FACHIN,,S
09/10/2019,O,TP,Plenário,46462,24,2019,2019-10-09,,14:00,O,Os processos remanescentes da sessão de hoje poderão ser chamados na sessão de amanhã. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,RE,817338,144110,N,,DIAS TOFFOLI,S,S
09/10/2019,O,TP,Plenário,46462,24,2019,2019-10-09,,14:00,O,Os processos remanescentes da sessão de hoje poderão ser chamados na sessão de amanhã. A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,MI,3499,118988,N,,MARCO AURÉLIO,,J
10/10/2019,E,TP,Plenário,46463,38,2019,2019-10-10,,14:00,E,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,RE,817338,144110,N,,DIAS TOFFOLI,S,S
10/10/2019,E,TP,Plenário,46463,38,2019,2019-10-10,,14:00,E,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão.,,RE,636553,109639,N,,GILMAR MENDES,S,S
15/10/2019,O,1T,Primeira Turma,48389,28,2019,2019-10-15,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,HC,172159,146824,N,,MARCO AURÉLIO,,J
15/10/2019,O,1T,Primeira Turma,48389,28,2019,2019-10-15,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,HC,174197,148095,N,,MARCO AURÉLIO,,J
15/10/2019,O,1T,Primeira Turma,48389,28,2019,2019-10-15,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,HC,172223,148973,N,,MARCO AURÉLIO,,J
15/10/2019,O,1T,Primeira Turma,48389,28,2019,2019-10-15,,14:00,O,A ordem de publicação da pauta não significa ordem de pregão de processos na sessão. Os processos não julgados nessa assentada serão alocados em outra sessão disponível.,,HC,172969,148974,N,,MARCO AURÉLIO,,J
