dados,data,tipo,colegiados
"{""data"":""09/08/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/08/2021,PRESENCIAL,[]}
"{""data"":""14/08/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/08/2021,PRESENCIAL,[]}
"{""data"":""15/08/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/08/2021,PRESENCIAL,[]}
"{""data"":""16/08/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/08/2021,PRESENCIAL,[]}
"{""data"":""21/08/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/08/2021,PRESENCIAL,[]}
"{""data"":""22/08/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/08/2021,PRESENCIAL,[]}
"{""data"":""23/08/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/08/2021,PRESENCIAL,[]}
"{""data"":""28/08/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/08/2021,PRESENCIAL,[]}
"{""data"":""29/08/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/08/2021,PRESENCIAL,[]}
"{""data"":""30/08/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/08/2021,PRESENCIAL,[]}
"{""data"":""05/09/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/09/2021,PRESENCIAL,[]}
"{""data"":""06/09/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/09/2021,PRESENCIAL,[]}
"{""data"":""07/09/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/09/2021,PRESENCIAL,[]}
"{""data"":""13/09/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/09/2021,PRESENCIAL,[]}
"{""data"":""19/09/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/09/2021,PRESENCIAL,[]}
"{""data"":""20/09/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/09/2021,PRESENCIAL,[]}
"{""data"":""26/09/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/09/2021,PRESENCIAL,[]}
"{""data"":""27/09/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/09/2021,PRESENCIAL,[]}
"{""data"":""03/10/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/10/2021,PRESENCIAL,[]}
"{""data"":""04/10/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/10/2021,PRESENCIAL,[]}
"{""data"":""09/10/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/10/2021,PRESENCIAL,[]}
"{""data"":""10/10/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/10/2021,PRESENCIAL,[]}
"{""data"":""11/10/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/10/2021,PRESENCIAL,[]}
"{""data"":""17/10/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/10/2021,PRESENCIAL,[]}
"{""data"":""18/10/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/10/2021,PRESENCIAL,[]}
"{""data"":""23/10/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/10/2021,PRESENCIAL,[]}
"{""data"":""24/10/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/10/2021,PRESENCIAL,[]}
"{""data"":""25/10/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/10/2021,PRESENCIAL,[]}
"{""data"":""30/10/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/10/2021,PRESENCIAL,[]}
"{""data"":""01/11/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/11/2021,PRESENCIAL,[]}
"{""data"":""02/11/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/11/2021,PRESENCIAL,[]}
"{""data"":""07/11/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/11/2021,PRESENCIAL,[]}
"{""data"":""14/11/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/11/2021,PRESENCIAL,[]}
"{""data"":""15/11/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/11/2021,PRESENCIAL,[]}
"{""data"":""16/11/2021"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/11/2021,PRESENCIAL,[]}
"{""data"":""01/00/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/00/2020,PRESENCIAL,[]}
"{""data"":""03/01/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/01/2020,PRESENCIAL,[]}
"{""data"":""04/01/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/01/2020,PRESENCIAL,[]}
"{""data"":""05/01/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/01/2020,PRESENCIAL,[]}
"{""data"":""06/01/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/01/2020,PRESENCIAL,[]}
"{""data"":""11/01/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/01/2020,PRESENCIAL,[]}
"{""data"":""12/01/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/01/2020,PRESENCIAL,[]}
"{""data"":""13/01/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/01/2020,PRESENCIAL,[]}
"{""data"":""18/01/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/01/2020,PRESENCIAL,[]}
"{""data"":""19/01/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/01/2020,PRESENCIAL,[]}
"{""data"":""20/01/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/01/2020,PRESENCIAL,[]}
"{""data"":""26/01/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/01/2020,PRESENCIAL,[]}
"{""data"":""27/01/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/01/2020,PRESENCIAL,[]}
"{""data"":""10/02/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/02/2020,PRESENCIAL,[]}
"{""data"":""17/02/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/02/2020,PRESENCIAL,[]}
"{""data"":""24/02/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/02/2020,PRESENCIAL,[]}
"{""data"":""25/02/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/02/2020,PRESENCIAL,[]}
"{""data"":""31/02/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",31/02/2020,PRESENCIAL,[]}
"{""data"":""01/03/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/03/2020,PRESENCIAL,[]}
"{""data"":""02/03/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/03/2020,PRESENCIAL,[]}
"{""data"":""07/03/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/03/2020,PRESENCIAL,[]}
"{""data"":""14/03/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/03/2020,PRESENCIAL,[]}
"{""data"":""15/03/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/03/2020,PRESENCIAL,[]}
"{""data"":""16/03/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/03/2020,PRESENCIAL,[]}
"{""data"":""21/03/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/03/2020,PRESENCIAL,[]}
"{""data"":""22/03/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/03/2020,PRESENCIAL,[]}
"{""data"":""23/03/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/03/2020,PRESENCIAL,[]}
"{""data"":""28/03/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/03/2020,PRESENCIAL,[]}
"{""data"":""29/03/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/03/2020,PRESENCIAL,[]}
"{""data"":""30/03/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/03/2020,PRESENCIAL,[]}
"{""data"":""05/04/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/04/2020,PRESENCIAL,[]}
"{""data"":""06/04/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/04/2020,PRESENCIAL,[]}
"{""data"":""12/04/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/04/2020,PRESENCIAL,[]}
"{""data"":""13/04/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/04/2020,PRESENCIAL,[]}
"{""data"":""19/04/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/04/2020,PRESENCIAL,[]}
"{""data"":""20/04/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/04/2020,PRESENCIAL,[]}
"{""data"":""26/04/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/04/2020,PRESENCIAL,[]}
"{""data"":""27/04/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/04/2020,PRESENCIAL,[]}
"{""data"":""02/05/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/05/2020,PRESENCIAL,[]}
"{""data"":""03/05/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/05/2020,PRESENCIAL,[]}
"{""data"":""04/05/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/05/2020,PRESENCIAL,[]}
"{""data"":""09/05/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/05/2020,PRESENCIAL,[]}
"{""data"":""10/05/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/05/2020,PRESENCIAL,[]}
"{""data"":""16/05/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/05/2020,PRESENCIAL,[]}
"{""data"":""17/05/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/05/2020,PRESENCIAL,[]}
"{""data"":""18/05/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/05/2020,PRESENCIAL,[]}
"{""data"":""23/05/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/05/2020,PRESENCIAL,[]}
"{""data"":""24/05/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/05/2020,PRESENCIAL,[]}
"{""data"":""25/05/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/05/2020,PRESENCIAL,[]}
"{""data"":""30/05/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/05/2020,PRESENCIAL,[]}
"{""data"":""01/06/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/06/2020,PRESENCIAL,[]}
"{""data"":""03/07/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/07/2020,PRESENCIAL,[]}
"{""data"":""04/07/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/07/2020,PRESENCIAL,[]}
"{""data"":""05/07/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/07/2020,PRESENCIAL,[]}
"{""data"":""06/07/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/07/2020,PRESENCIAL,[]}
"{""data"":""12/07/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/07/2020,PRESENCIAL,[]}
"{""data"":""13/07/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/07/2020,PRESENCIAL,[]}
"{""data"":""18/07/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/07/2020,PRESENCIAL,[]}
"{""data"":""19/07/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/07/2020,PRESENCIAL,[]}
"{""data"":""20/07/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/07/2020,PRESENCIAL,[]}
"{""data"":""25/07/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/07/2020,PRESENCIAL,[]}
"{""data"":""26/07/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/07/2020,PRESENCIAL,[]}
"{""data"":""27/07/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/07/2020,PRESENCIAL,[]}
"{""data"":""01/08/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/08/2020,PRESENCIAL,[]}
"{""data"":""02/08/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/08/2020,PRESENCIAL,[]}
"{""data"":""08/08/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/08/2020,PRESENCIAL,[]}
"{""data"":""09/08/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/08/2020,PRESENCIAL,[]}
"{""data"":""10/08/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/08/2020,PRESENCIAL,[]}
"{""data"":""16/08/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/08/2020,PRESENCIAL,[]}
"{""data"":""17/08/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/08/2020,PRESENCIAL,[]}
"{""data"":""22/08/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/08/2020,PRESENCIAL,[]}
"{""data"":""23/08/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/08/2020,PRESENCIAL,[]}
"{""data"":""24/08/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/08/2020,PRESENCIAL,[]}
"{""data"":""29/08/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/08/2020,PRESENCIAL,[]}
"{""data"":""30/08/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/08/2020,PRESENCIAL,[]}
"{""data"":""06/09/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/09/2020,PRESENCIAL,[]}
"{""data"":""07/09/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/09/2020,PRESENCIAL,[]}
"{""data"":""13/09/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/09/2020,PRESENCIAL,[]}
"{""data"":""14/09/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/09/2020,PRESENCIAL,[]}
"{""data"":""15/09/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/09/2020,PRESENCIAL,[]}
"{""data"":""20/09/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/09/2020,PRESENCIAL,[]}
"{""data"":""21/09/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/09/2020,PRESENCIAL,[]}
"{""data"":""27/09/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/09/2020,PRESENCIAL,[]}
"{""data"":""28/09/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/09/2020,PRESENCIAL,[]}
"{""data"":""03/10/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/10/2020,PRESENCIAL,[]}
"{""data"":""04/10/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/10/2020,PRESENCIAL,[]}
"{""data"":""05/10/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/10/2020,PRESENCIAL,[]}
"{""data"":""10/10/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/10/2020,PRESENCIAL,[]}
"{""data"":""11/10/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/10/2020,PRESENCIAL,[]}
"{""data"":""12/10/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/10/2020,PRESENCIAL,[]}
"{""data"":""17/10/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/10/2020,PRESENCIAL,[]}
"{""data"":""18/10/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/10/2020,PRESENCIAL,[]}
"{""data"":""19/10/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/10/2020,PRESENCIAL,[]}
"{""data"":""24/10/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/10/2020,PRESENCIAL,[]}
"{""data"":""25/10/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/10/2020,PRESENCIAL,[]}
"{""data"":""26/10/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/10/2020,PRESENCIAL,[]}
"{""data"":""01/11/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/11/2020,PRESENCIAL,[]}
"{""data"":""02/11/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/11/2020,PRESENCIAL,[]}
"{""data"":""09/11/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/11/2020,PRESENCIAL,[]}
"{""data"":""15/11/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/11/2020,PRESENCIAL,[]}
"{""data"":""16/11/2020"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/11/2020,PRESENCIAL,[]}
"{""data"":""01/01/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/01/2019,PRESENCIAL,[]}
"{""data"":""05/01/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/01/2019,PRESENCIAL,[]}
"{""data"":""06/01/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/01/2019,PRESENCIAL,[]}
"{""data"":""07/01/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/01/2019,PRESENCIAL,[]}
"{""data"":""12/01/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/01/2019,PRESENCIAL,[]}
"{""data"":""13/01/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/01/2019,PRESENCIAL,[]}
"{""data"":""14/01/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/01/2019,PRESENCIAL,[]}
"{""data"":""19/01/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/01/2019,PRESENCIAL,[]}
"{""data"":""20/01/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/01/2019,PRESENCIAL,[]}
"{""data"":""21/01/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/01/2019,PRESENCIAL,[]}
"{""data"":""26/01/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/01/2019,PRESENCIAL,[]}
"{""data"":""27/01/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/01/2019,PRESENCIAL,[]}
"{""data"":""28/01/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/01/2019,PRESENCIAL,[]}
"{""data"":""02/03/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/03/2019,PRESENCIAL,[]}
"{""data"":""03/03/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/03/2019,PRESENCIAL,[]}
"{""data"":""04/03/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/03/2019,PRESENCIAL,[]}
"{""data"":""09/03/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/03/2019,PRESENCIAL,[]}
"{""data"":""10/03/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/03/2019,PRESENCIAL,[]}
"{""data"":""11/03/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/03/2019,PRESENCIAL,[]}
"{""data"":""23/03/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/03/2019,PRESENCIAL,[]}
"{""data"":""24/03/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/03/2019,PRESENCIAL,[]}
"{""data"":""25/03/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/03/2019,PRESENCIAL,[]}
"{""data"":""07/04/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/04/2019,PRESENCIAL,[]}
"{""data"":""08/04/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/04/2019,PRESENCIAL,[]}
"{""data"":""14/04/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/04/2019,PRESENCIAL,[]}
"{""data"":""15/04/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/04/2019,PRESENCIAL,[]}
"{""data"":""16/04/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/04/2019,PRESENCIAL,[]}
"{""data"":""21/04/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/04/2019,PRESENCIAL,[]}
"{""data"":""22/04/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/04/2019,PRESENCIAL,[]}
"{""data"":""28/04/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/04/2019,PRESENCIAL,[]}
"{""data"":""29/04/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/04/2019,PRESENCIAL,[]}
"{""data"":""30/04/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/04/2019,PRESENCIAL,[]}
"{""data"":""04/05/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/05/2019,PRESENCIAL,[]}
"{""data"":""05/05/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/05/2019,PRESENCIAL,[]}
"{""data"":""06/05/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/05/2019,PRESENCIAL,[]}
"{""data"":""11/05/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/05/2019,PRESENCIAL,[]}
"{""data"":""12/05/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/05/2019,PRESENCIAL,[]}
"{""data"":""13/05/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/05/2019,PRESENCIAL,[]}
"{""data"":""25/05/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/05/2019,PRESENCIAL,[]}
"{""data"":""26/05/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/05/2019,PRESENCIAL,[]}
"{""data"":""27/05/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/05/2019,PRESENCIAL,[]}
"{""data"":""01/06/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/06/2019,PRESENCIAL,[]}
"{""data"":""06/07/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/07/2019,PRESENCIAL,[]}
"{""data"":""07/07/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/07/2019,PRESENCIAL,[]}
"{""data"":""08/07/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/07/2019,PRESENCIAL,[]}
"{""data"":""13/07/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/07/2019,PRESENCIAL,[]}
"{""data"":""14/07/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/07/2019,PRESENCIAL,[]}
"{""data"":""15/07/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/07/2019,PRESENCIAL,[]}
"{""data"":""20/07/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/07/2019,PRESENCIAL,[]}
"{""data"":""21/07/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/07/2019,PRESENCIAL,[]}
"{""data"":""22/07/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/07/2019,PRESENCIAL,[]}
"{""data"":""27/07/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/07/2019,PRESENCIAL,[]}
"{""data"":""28/07/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/07/2019,PRESENCIAL,[]}
"{""data"":""29/07/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/07/2019,PRESENCIAL,[]}
"{""data"":""03/08/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/08/2019,PRESENCIAL,[]}
"{""data"":""04/08/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/08/2019,PRESENCIAL,[]}
"{""data"":""05/08/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/08/2019,PRESENCIAL,[]}
"{""data"":""10/08/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/08/2019,PRESENCIAL,[]}
"{""data"":""11/08/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/08/2019,PRESENCIAL,[]}
"{""data"":""12/08/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/08/2019,PRESENCIAL,[]}
"{""data"":""17/08/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/08/2019,PRESENCIAL,[]}
"{""data"":""18/08/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/08/2019,PRESENCIAL,[]}
"{""data"":""19/08/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/08/2019,PRESENCIAL,[]}
"{""data"":""24/08/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/08/2019,PRESENCIAL,[]}
"{""data"":""25/08/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/08/2019,PRESENCIAL,[]}
"{""data"":""26/08/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/08/2019,PRESENCIAL,[]}
"{""data"":""01/09/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/09/2019,PRESENCIAL,[]}
"{""data"":""02/09/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/09/2019,PRESENCIAL,[]}
"{""data"":""08/09/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/09/2019,PRESENCIAL,[]}
"{""data"":""09/09/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/09/2019,PRESENCIAL,[]}
"{""data"":""15/09/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/09/2019,PRESENCIAL,[]}
"{""data"":""16/09/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/09/2019,PRESENCIAL,[]}
"{""data"":""22/09/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/09/2019,PRESENCIAL,[]}
"{""data"":""23/09/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/09/2019,PRESENCIAL,[]}
"{""data"":""29/09/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/09/2019,PRESENCIAL,[]}
"{""data"":""30/09/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/09/2019,PRESENCIAL,[]}
"{""data"":""31/09/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",31/09/2019,PRESENCIAL,[]}
"{""data"":""05/10/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/10/2019,PRESENCIAL,[]}
"{""data"":""06/10/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/10/2019,PRESENCIAL,[]}
"{""data"":""07/10/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/10/2019,PRESENCIAL,[]}
"{""data"":""12/10/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/10/2019,PRESENCIAL,[]}
"{""data"":""13/10/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/10/2019,PRESENCIAL,[]}
"{""data"":""14/10/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/10/2019,PRESENCIAL,[]}
"{""data"":""19/10/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/10/2019,PRESENCIAL,[]}
"{""data"":""20/10/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/10/2019,PRESENCIAL,[]}
"{""data"":""21/10/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/10/2019,PRESENCIAL,[]}
