dados,data,tipo,colegiados
"{""data"":""26/10/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/10/2019,PRESENCIAL,[]}
"{""data"":""27/10/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/10/2019,PRESENCIAL,[]}
"{""data"":""28/10/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/10/2019,PRESENCIAL,[]}
"{""data"":""03/11/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/11/2019,PRESENCIAL,[]}
"{""data"":""04/11/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/11/2019,PRESENCIAL,[]}
"{""data"":""10/11/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/11/2019,PRESENCIAL,[]}
"{""data"":""11/11/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/11/2019,PRESENCIAL,[]}
"{""data"":""17/11/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/11/2019,PRESENCIAL,[]}
"{""data"":""18/11/2019"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/11/2019,PRESENCIAL,[]}
"{""data"":""15/00/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/00/2018,PRESENCIAL,[]}
"{""data"":""01/01/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/01/2018,PRESENCIAL,[]}
"{""data"":""06/01/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/01/2018,PRESENCIAL,[]}
"{""data"":""07/01/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/01/2018,PRESENCIAL,[]}
"{""data"":""08/01/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/01/2018,PRESENCIAL,[]}
"{""data"":""20/01/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/01/2018,PRESENCIAL,[]}
"{""data"":""21/01/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/01/2018,PRESENCIAL,[]}
"{""data"":""22/01/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/01/2018,PRESENCIAL,[]}
"{""data"":""27/01/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/01/2018,PRESENCIAL,[]}
"{""data"":""28/01/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/01/2018,PRESENCIAL,[]}
"{""data"":""13/02/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/02/2018,PRESENCIAL,[]}
"{""data"":""14/02/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/02/2018,PRESENCIAL,[]}
"{""data"":""15/02/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/02/2018,PRESENCIAL,[]}
"{""data"":""03/03/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/03/2018,PRESENCIAL,[]}
"{""data"":""04/03/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/03/2018,PRESENCIAL,[]}
"{""data"":""05/03/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/03/2018,PRESENCIAL,[]}
"{""data"":""10/03/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/03/2018,PRESENCIAL,[]}
"{""data"":""11/03/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/03/2018,PRESENCIAL,[]}
"{""data"":""12/03/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/03/2018,PRESENCIAL,[]}
"{""data"":""17/03/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/03/2018,PRESENCIAL,[]}
"{""data"":""18/03/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/03/2018,PRESENCIAL,[]}
"{""data"":""19/03/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/03/2018,PRESENCIAL,[]}
"{""data"":""24/03/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/03/2018,PRESENCIAL,[]}
"{""data"":""25/03/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/03/2018,PRESENCIAL,[]}
"{""data"":""26/03/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/03/2018,PRESENCIAL,[]}
"{""data"":""02/04/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/04/2018,PRESENCIAL,[]}
"{""data"":""08/04/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/04/2018,PRESENCIAL,[]}
"{""data"":""09/04/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/04/2018,PRESENCIAL,[]}
"{""data"":""15/04/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/04/2018,PRESENCIAL,[]}
"{""data"":""16/04/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/04/2018,PRESENCIAL,[]}
"{""data"":""22/04/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/04/2018,PRESENCIAL,[]}
"{""data"":""23/04/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/04/2018,PRESENCIAL,[]}
"{""data"":""29/04/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/04/2018,PRESENCIAL,[]}
"{""data"":""30/04/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/04/2018,PRESENCIAL,[]}
"{""data"":""05/05/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/05/2018,PRESENCIAL,[]}
"{""data"":""06/05/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/05/2018,PRESENCIAL,[]}
"{""data"":""07/05/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/05/2018,PRESENCIAL,[]}
"{""data"":""12/05/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/05/2018,PRESENCIAL,[]}
"{""data"":""13/05/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/05/2018,PRESENCIAL,[]}
"{""data"":""14/05/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/05/2018,PRESENCIAL,[]}
"{""data"":""19/05/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/05/2018,PRESENCIAL,[]}
"{""data"":""20/05/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/05/2018,PRESENCIAL,[]}
"{""data"":""21/05/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/05/2018,PRESENCIAL,[]}
"{""data"":""26/05/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/05/2018,PRESENCIAL,[]}
"{""data"":""27/05/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/05/2018,PRESENCIAL,[]}
"{""data"":""28/05/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/05/2018,PRESENCIAL,[]}
"{""data"":""01/07/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/07/2018,PRESENCIAL,[]}
"{""data"":""02/07/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/07/2018,PRESENCIAL,[]}
"{""data"":""07/07/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/07/2018,PRESENCIAL,[]}
"{""data"":""08/07/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/07/2018,PRESENCIAL,[]}
"{""data"":""09/07/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/07/2018,PRESENCIAL,[]}
"{""data"":""14/07/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/07/2018,PRESENCIAL,[]}
"{""data"":""15/07/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/07/2018,PRESENCIAL,[]}
"{""data"":""16/07/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/07/2018,PRESENCIAL,[]}
"{""data"":""21/07/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/07/2018,PRESENCIAL,[]}
"{""data"":""22/07/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/07/2018,PRESENCIAL,[]}
"{""data"":""23/07/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/07/2018,PRESENCIAL,[]}
"{""data"":""28/07/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/07/2018,PRESENCIAL,[]}
"{""data"":""29/07/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/07/2018,PRESENCIAL,[]}
"{""data"":""30/07/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/07/2018,PRESENCIAL,[]}
"{""data"":""04/08/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/08/2018,PRESENCIAL,[]}
"{""data"":""05/08/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/08/2018,PRESENCIAL,[]}
"{""data"":""06/08/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/08/2018,PRESENCIAL,[]}
"{""data"":""11/08/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/08/2018,PRESENCIAL,[]}
"{""data"":""12/08/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/08/2018,PRESENCIAL,[]}
"{""data"":""18/08/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/08/2018,PRESENCIAL,[]}
"{""data"":""19/08/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/08/2018,PRESENCIAL,[]}
"{""data"":""20/08/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/08/2018,PRESENCIAL,[]}
"{""data"":""25/08/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/08/2018,PRESENCIAL,[]}
"{""data"":""26/08/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/08/2018,PRESENCIAL,[]}
"{""data"":""27/08/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/08/2018,PRESENCIAL,[]}
"{""data"":""02/09/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/09/2018,PRESENCIAL,[]}
"{""data"":""03/09/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/09/2018,PRESENCIAL,[]}
"{""data"":""09/09/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/09/2018,PRESENCIAL,[]}
"{""data"":""10/09/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/09/2018,PRESENCIAL,[]}
"{""data"":""16/09/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/09/2018,PRESENCIAL,[]}
"{""data"":""17/09/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/09/2018,PRESENCIAL,[]}
"{""data"":""23/09/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/09/2018,PRESENCIAL,[]}
"{""data"":""24/09/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/09/2018,PRESENCIAL,[]}
"{""data"":""30/09/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/09/2018,PRESENCIAL,[]}
"{""data"":""31/09/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",31/09/2018,PRESENCIAL,[]}
"{""data"":""06/10/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/10/2018,PRESENCIAL,[]}
"{""data"":""07/10/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/10/2018,PRESENCIAL,[]}
"{""data"":""08/10/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/10/2018,PRESENCIAL,[]}
"{""data"":""13/10/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/10/2018,PRESENCIAL,[]}
"{""data"":""14/10/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/10/2018,PRESENCIAL,[]}
"{""data"":""20/10/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/10/2018,PRESENCIAL,[]}
"{""data"":""21/10/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/10/2018,PRESENCIAL,[]}
"{""data"":""22/10/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/10/2018,PRESENCIAL,[]}
"{""data"":""27/10/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/10/2018,PRESENCIAL,[]}
"{""data"":""28/10/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/10/2018,PRESENCIAL,[]}
"{""data"":""29/10/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/10/2018,PRESENCIAL,[]}
"{""data"":""04/11/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/11/2018,PRESENCIAL,[]}
"{""data"":""05/11/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/11/2018,PRESENCIAL,[]}
"{""data"":""11/11/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/11/2018,PRESENCIAL,[]}
"{""data"":""12/11/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/11/2018,PRESENCIAL,[]}
"{""data"":""18/11/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/11/2018,PRESENCIAL,[]}
"{""data"":""19/11/2018"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/11/2018,PRESENCIAL,[]}
"{""data"":""01/01/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/01/2017,PRESENCIAL,[]}
"{""data"":""02/01/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/01/2017,PRESENCIAL,[]}
"{""data"":""07/01/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/01/2017,PRESENCIAL,[]}
"{""data"":""08/01/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/01/2017,PRESENCIAL,[]}
"{""data"":""09/01/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/01/2017,PRESENCIAL,[]}
"{""data"":""14/01/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/01/2017,PRESENCIAL,[]}
"{""data"":""15/01/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/01/2017,PRESENCIAL,[]}
"{""data"":""16/01/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/01/2017,PRESENCIAL,[]}
"{""data"":""21/01/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/01/2017,PRESENCIAL,[]}
"{""data"":""22/01/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/01/2017,PRESENCIAL,[]}
"{""data"":""23/01/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/01/2017,PRESENCIAL,[]}
"{""data"":""28/02/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/02/2017,PRESENCIAL,[]}
"{""data"":""29/02/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/02/2017,PRESENCIAL,[]}
"{""data"":""30/02/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/02/2017,PRESENCIAL,[]}
"{""data"":""04/03/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/03/2017,PRESENCIAL,[]}
"{""data"":""05/03/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/03/2017,PRESENCIAL,[]}
"{""data"":""06/03/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/03/2017,PRESENCIAL,[]}
"{""data"":""18/03/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/03/2017,PRESENCIAL,[]}
"{""data"":""19/03/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/03/2017,PRESENCIAL,[]}
"{""data"":""20/03/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/03/2017,PRESENCIAL,[]}
"{""data"":""25/03/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/03/2017,PRESENCIAL,[]}
"{""data"":""26/03/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/03/2017,PRESENCIAL,[]}
"{""data"":""27/03/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/03/2017,PRESENCIAL,[]}
"{""data"":""02/04/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/04/2017,PRESENCIAL,[]}
"{""data"":""03/04/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/04/2017,PRESENCIAL,[]}
"{""data"":""09/04/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/04/2017,PRESENCIAL,[]}
"{""data"":""10/04/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/04/2017,PRESENCIAL,[]}
"{""data"":""11/04/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/04/2017,PRESENCIAL,[]}
"{""data"":""16/04/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/04/2017,PRESENCIAL,[]}
"{""data"":""17/04/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/04/2017,PRESENCIAL,[]}
"{""data"":""23/04/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/04/2017,PRESENCIAL,[]}
"{""data"":""24/04/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/04/2017,PRESENCIAL,[]}
"{""data"":""30/04/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/04/2017,PRESENCIAL,[]}
"{""data"":""31/04/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",31/04/2017,PRESENCIAL,[]}
"{""data"":""01/05/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/05/2017,PRESENCIAL,[]}
"{""data"":""06/05/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/05/2017,PRESENCIAL,[]}
"{""data"":""07/05/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/05/2017,PRESENCIAL,[]}
"{""data"":""08/05/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/05/2017,PRESENCIAL,[]}
"{""data"":""13/05/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/05/2017,PRESENCIAL,[]}
"{""data"":""14/05/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/05/2017,PRESENCIAL,[]}
"{""data"":""20/05/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/05/2017,PRESENCIAL,[]}
"{""data"":""21/05/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/05/2017,PRESENCIAL,[]}
"{""data"":""22/05/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/05/2017,PRESENCIAL,[]}
"{""data"":""27/05/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/05/2017,PRESENCIAL,[]}
"{""data"":""28/05/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/05/2017,PRESENCIAL,[]}
"{""data"":""29/05/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/05/2017,PRESENCIAL,[]}
"{""data"":""01/07/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/07/2017,PRESENCIAL,[]}
"{""data"":""02/07/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/07/2017,PRESENCIAL,[]}
"{""data"":""03/07/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/07/2017,PRESENCIAL,[]}
"{""data"":""08/07/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/07/2017,PRESENCIAL,[]}
"{""data"":""09/07/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/07/2017,PRESENCIAL,[]}
"{""data"":""10/07/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/07/2017,PRESENCIAL,[]}
"{""data"":""15/07/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/07/2017,PRESENCIAL,[]}
"{""data"":""16/07/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/07/2017,PRESENCIAL,[]}
"{""data"":""17/07/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/07/2017,PRESENCIAL,[]}
"{""data"":""22/07/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/07/2017,PRESENCIAL,[]}
"{""data"":""23/07/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/07/2017,PRESENCIAL,[]}
"{""data"":""24/07/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/07/2017,PRESENCIAL,[]}
"{""data"":""29/07/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/07/2017,PRESENCIAL,[]}
"{""data"":""30/07/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/07/2017,PRESENCIAL,[]}
"{""data"":""31/07/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",31/07/2017,PRESENCIAL,[]}
"{""data"":""05/08/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/08/2017,PRESENCIAL,[]}
"{""data"":""06/08/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/08/2017,PRESENCIAL,[]}
"{""data"":""12/08/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/08/2017,PRESENCIAL,[]}
"{""data"":""13/08/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/08/2017,PRESENCIAL,[]}
"{""data"":""14/08/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/08/2017,PRESENCIAL,[]}
"{""data"":""19/08/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/08/2017,PRESENCIAL,[]}
"{""data"":""20/08/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/08/2017,PRESENCIAL,[]}
"{""data"":""21/08/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/08/2017,PRESENCIAL,[]}
"{""data"":""26/08/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/08/2017,PRESENCIAL,[]}
"{""data"":""27/08/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/08/2017,PRESENCIAL,[]}
"{""data"":""28/08/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/08/2017,PRESENCIAL,[]}
"{""data"":""03/09/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/09/2017,PRESENCIAL,[]}
"{""data"":""04/09/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/09/2017,PRESENCIAL,[]}
"{""data"":""10/09/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/09/2017,PRESENCIAL,[]}
"{""data"":""11/09/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/09/2017,PRESENCIAL,[]}
"{""data"":""17/09/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/09/2017,PRESENCIAL,[]}
"{""data"":""18/09/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/09/2017,PRESENCIAL,[]}
"{""data"":""24/09/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/09/2017,PRESENCIAL,[]}
"{""data"":""25/09/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/09/2017,PRESENCIAL,[]}
"{""data"":""31/09/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",31/09/2017,PRESENCIAL,[]}
"{""data"":""07/10/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/10/2017,PRESENCIAL,[]}
"{""data"":""08/10/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/10/2017,PRESENCIAL,[]}
"{""data"":""09/10/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/10/2017,PRESENCIAL,[]}
"{""data"":""14/10/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/10/2017,PRESENCIAL,[]}
"{""data"":""21/10/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/10/2017,PRESENCIAL,[]}
"{""data"":""22/10/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/10/2017,PRESENCIAL,[]}
"{""data"":""23/10/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/10/2017,PRESENCIAL,[]}
"{""data"":""28/10/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/10/2017,PRESENCIAL,[]}
"{""data"":""29/10/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/10/2017,PRESENCIAL,[]}
"{""data"":""30/10/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/10/2017,PRESENCIAL,[]}
"{""data"":""05/11/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/11/2017,PRESENCIAL,[]}
"{""data"":""06/11/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/11/2017,PRESENCIAL,[]}
"{""data"":""12/11/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/11/2017,PRESENCIAL,[]}
"{""data"":""13/11/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/11/2017,PRESENCIAL,[]}
"{""data"":""18/11/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/11/2017,PRESENCIAL,[]}
"{""data"":""19/11/2017"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/11/2017,PRESENCIAL,[]}
"{""data"":""01/01/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/01/2016,PRESENCIAL,[]}
"{""data"":""02/01/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/01/2016,PRESENCIAL,[]}
"{""data"":""03/01/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/01/2016,PRESENCIAL,[]}
"{""data"":""04/01/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/01/2016,PRESENCIAL,[]}
"{""data"":""16/01/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/01/2016,PRESENCIAL,[]}
"{""data"":""17/01/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/01/2016,PRESENCIAL,[]}
"{""data"":""18/01/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/01/2016,PRESENCIAL,[]}
"{""data"":""23/01/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/01/2016,PRESENCIAL,[]}
"{""data"":""24/01/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/01/2016,PRESENCIAL,[]}
"{""data"":""25/01/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/01/2016,PRESENCIAL,[]}
"{""data"":""08/02/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/02/2016,PRESENCIAL,[]}
"{""data"":""09/02/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/02/2016,PRESENCIAL,[]}
"{""data"":""10/02/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/02/2016,PRESENCIAL,[]}
"{""data"":""15/02/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/02/2016,PRESENCIAL,[]}
"{""data"":""29/02/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/02/2016,PRESENCIAL,[]}
"{""data"":""30/02/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/02/2016,PRESENCIAL,[]}
"{""data"":""31/02/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",31/02/2016,PRESENCIAL,[]}
"{""data"":""05/03/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/03/2016,PRESENCIAL,[]}
